marker	CHROM	POS	log10p	trait	BF	aboveBF	strain	value	allele	var.exp	startPOS	peakPOS	endPOS	peak_id	interval_size	h2	EIGEN_CUTOFF	EIGEN_SIG
I_614095	I	614095	0.521204848273617	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_637319	I	637319	1.61856478402176	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_642314	I	642314	0.0264907074179353	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_663282	I	663282	0.144993782319295	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_675746	I	675746	0.0747824847027203	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_695386	I	695386	0.282510553042495	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_720446	I	720446	0.709538752137183	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_727377	I	727377	0.444327350241431	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_730439	I	730439	0.00792419511163795	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_730757	I	730757	0.580487794753432	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_733239	I	733239	0.0536209436068489	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_748666	I	748666	0.0626488748450152	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_761005	I	761005	2.73320452857482	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_763890	I	763890	0.553304700064608	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_771773	I	771773	0.298943873468369	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_772588	I	772588	0.13854824387522	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_772606	I	772606	0.0425162541016045	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_776122	I	776122	0.0402512479253534	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_787147	I	787147	0.0166617501508931	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_803783	I	803783	0.108753149520516	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_807505	I	807505	0.186005229093593	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_809053	I	809053	0.0368198187562835	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_823320	I	823320	0.0547542614223539	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_826185	I	826185	0.0421360689499937	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_833391	I	833391	0.553304700064608	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_839222	I	839222	0.250897939930149	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_839931	I	839931	0.000373507889216231	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_850499	I	850499	0.216965876388724	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_851633	I	851633	0.024850642281264	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_880114	I	880114	0.493706680405118	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_881163	I	881163	0.0347274950529943	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_882179	I	882179	0.0537185808793141	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_884679	I	884679	0.140241850116466	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_960259	I	960259	0.129407223498453	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_973119	I	973119	0.758109269244334	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_978053	I	978053	1.60481523703659	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_980429	I	980429	0.0408384795070564	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_984875	I	984875	0.137082312376657	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_985882	I	985882	0.00291859302598484	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_990428	I	990428	0.070987640749667	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_991794	I	991794	0.118003072580009	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_996488	I	996488	0.131341862441248	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_997681	I	997681	0.00493708793299895	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_999478	I	999478	0.0202679976231605	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1003632	I	1003632	0.0707193592503052	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1003648	I	1003648	0.271123460273287	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1003954	I	1003954	0.133882926560695	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1016645	I	1016645	0.0732192406590665	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1017166	I	1017166	0.14797044357375	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1032796	I	1032796	3.28152599118577	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1033036	I	1033036	0.652918319801817	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1038911	I	1038911	0.848549272880202	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1043637	I	1043637	0.0394625265485845	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1059258	I	1059258	0.00186303425671251	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1059264	I	1059264	0.456100140788245	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1062530	I	1062530	0.0334175790681723	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1068572	I	1068572	1.33007342236742	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1071327	I	1071327	0.276483823565643	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1071437	I	1071437	0.15410134225291	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1072257	I	1072257	0.0194579108149948	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1085762	I	1085762	1.05316024853069	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1087191	I	1087191	0.117788909143795	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1087318	I	1087318	0.0043956389538305	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1090252	I	1090252	0.811816815518467	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1096109	I	1096109	0.389198159541838	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1096303	I	1096303	0.04703653150025	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1106669	I	1106669	0.301254299695847	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1126255	I	1126255	0.252300252170536	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1130811	I	1130811	0.293650946312426	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1135603	I	1135603	1.64804786417464	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1137920	I	1137920	2.54133245852705	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1138155	I	1138155	0.734959067479878	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1139858	I	1139858	0.00952858357384835	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1140126	I	1140126	0.898829746811143	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1140781	I	1140781	0.215368063045418	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1141046	I	1141046	0.116497610802305	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1148298	I	1148298	0.650402213914851	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1149835	I	1149835	0.0821695451319879	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1157239	I	1157239	0.407927523438282	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1161838	I	1161838	0.747981227836849	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1166270	I	1166270	0.178408542782413	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1176466	I	1176466	0.114136256940836	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1178087	I	1178087	0.0488254244041848	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1178358	I	1178358	0.063251275162279	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1182911	I	1182911	0.346203257938236	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1184934	I	1184934	0.0639445887909934	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1211273	I	1211273	0.032958618474197	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1212594	I	1212594	0.0290617762349229	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1218959	I	1218959	0.18466216311251	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1219234	I	1219234	0.172552422161994	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1228634	I	1228634	0.0276133923924714	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1229249	I	1229249	0.27409547642363	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1229815	I	1229815	0.367528913606032	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1230174	I	1230174	0.353489111446735	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1248756	I	1248756	0.203342787654426	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1251686	I	1251686	0.346074889757134	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1252218	I	1252218	0.0459527572446928	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1253651	I	1253651	0.0423799471320507	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1255890	I	1255890	0.197056026962079	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1256309	I	1256309	0.186690137301755	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1260164	I	1260164	0.0359176086469697	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1260695	I	1260695	0.921520359759097	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1260822	I	1260822	1.1587005061838	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1261505	I	1261505	0.0384698267768391	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1261569	I	1261569	0.0740452393240112	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1262153	I	1262153	0.0380257766590495	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1265554	I	1265554	0.214951726223891	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1265587	I	1265587	0.195052123364977	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1267491	I	1267491	0.331902085442132	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1269603	I	1269603	0.240193524121871	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1274869	I	1274869	0.223619069758493	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1287916	I	1287916	0.870483603961395	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1288521	I	1288521	0.0793416547960063	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1288522	I	1288522	0.197273388917704	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1290298	I	1290298	1.36364931328449	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1304072	I	1304072	0.227580782770805	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1305437	I	1305437	0.244068667336152	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1309864	I	1309864	0.442514800333819	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1312794	I	1312794	0.375246622578395	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1313313	I	1313313	0.0531616944453175	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1315304	I	1315304	0.394263518902518	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1320650	I	1320650	0.0562679792706755	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1323357	I	1323357	0.758239351843164	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1326756	I	1326756	0.173633670912833	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1337467	I	1337467	0.0448747561738526	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1339879	I	1339879	0.0742612458583347	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1344494	I	1344494	0.208144883772021	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1345073	I	1345073	0.0398393176210565	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1345095	I	1345095	0.21509199396914	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1367615	I	1367615	1.04487489708049	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1368320	I	1368320	0.0977140076991408	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1392843	I	1392843	0.0419182094705627	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1409678	I	1409678	0.451088253054843	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1425639	I	1425639	0.122475477177425	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1454241	I	1454241	0.973909239258431	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1460652	I	1460652	1.51001331567922	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1464778	I	1464778	1.3019460584213	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
I_1468178	I	1468178	0.199841043027875	logTotalMu	5.43383381366598	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	4.36479480717411	0
